sample_name	cruise	cup	mid_date	year	month	meteor_season	oceano_season	duration	tot_mass_flux	total_flux_d	org_c_flux	POC_flux_d	prop_POC	caco3_flux	PIC_flux_d	prop_PIC	opal_flux	opal_flux_d	prop_opal	nitro_flux	nitro_flux_d	prop_nitro	anomaly_tot	anomaly_POC_flux_d	anomaly_PIC_flux_d	anomaly_opal_flux_d	anomaly_nitro_flux_d	anomaly_prop_POC	anomaly_prop_PIC	anomaly_prop_opal	anomaly_prop_nitro	anomaly_any_flux	bbp_anomaly	bbp_anomaly_count	bbp_anomaly_rollover	bbp_burst_mean	bbp_burst_median	bbp_burst_sd	bbp_burst_cv	bbp_burst_max	bbp_burst_n_obs	auc_total	auc_mean	auc_median	auc_sd	auc_cv	auc_max	train	seascape_class	seascape_prob	n_classes	mid_date_num
GMT6_9C_18S_S27	GMT6	9	1/22/2025	2025	1	winter	sep-jan	14	172.624	12.33028571	8.206	0.586142857	0.047536843	52.432	3.745142857	0.303735286	35.526	2.537571429	0.205799889	1.31	0.093571429	0.007588748	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000208929	0.000116523	0.000342728	2.323376566	0.003259895	157	0.002815218	0.000402174	0.000307617	0.000217781	0.541509034	0.000869838	Test	15	0.991119779291607	1	20110
GMT6_10A_18S_S28	GMT6	10	2/5/2025	2025	2	winter	feb-apr	14	151.694	10.83528571	7.901	0.564357143	0.052085119	60.395	4.313928571	0.398137039	31.953	2.282357143	0.210641159	1.301	0.092928571	0.008576476	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.000914957	0.000220264	0.003184095	3.646399531	0.026674391	117	0.012610825	0.001576353	0.000952571	0.001568253	0.994861266	0.004160225	Test	3	0.869215071201324	1	20124
GMT6_10B_18S_S29	GMT6	10	2/5/2025	2025	2	winter	feb-apr	14	151.694	10.83528571	7.901	0.564357143	0.052085119	60.395	4.313928571	0.398137039	31.953	2.282357143	0.210641159	1.301	0.092928571	0.008576476	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.000914957	0.000220264	0.003184095	3.646399531	0.026674391	117	0.012610825	0.001576353	0.000952571	0.001568253	0.994861266	0.004160225	Test	3	0.869215071201324	1	20124
GMT6_10C_18S_S30	GMT6	10	2/5/2025	2025	2	winter	feb-apr	14	151.694	10.83528571	7.901	0.564357143	0.052085119	60.395	4.313928571	0.398137039	31.953	2.282357143	0.210641159	1.301	0.092928571	0.008576476	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.000914957	0.000220264	0.003184095	3.646399531	0.026674391	117	0.012610825	0.001576353	0.000952571	0.001568253	0.994861266	0.004160225	Train	3	0.869215071201324	1	20124
GMT6_11A_18S_S31	GMT6	11	2/19/2025	2025	2	winter	feb-apr	14	65.036	4.645428571	4.578	0.327	0.070391783	31.815	2.2725	0.489190602	9.813	0.700928571	0.150885663	0.89	0.063571429	0.013684728	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.001017708	0.000261761	0.002754435	2.772266652	0.02094785	109	0.016110115	0.002301445	0.001242335	0.002356272	1.023823008	0.007307158	Test	15	0.652981381863356	1	20138
GMT6_11B_18S_S32	GMT6	11	2/19/2025	2025	2	winter	feb-apr	14	65.036	4.645428571	4.578	0.327	0.070391783	31.815	2.2725	0.489190602	9.813	0.700928571	0.150885663	0.89	0.063571429	0.013684728	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.001017708	0.000261761	0.002754435	2.772266652	0.02094785	109	0.016110115	0.002301445	0.001242335	0.002356272	1.023823008	0.007307158	Test	15	0.652981381863356	1	20138
GMT6_11C_18S_S33	GMT6	11	2/19/2025	2025	2	winter	feb-apr	14	65.036	4.645428571	4.578	0.327	0.070391783	31.815	2.2725	0.489190602	9.813	0.700928571	0.150885663	0.89	0.063571429	0.013684728	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.001017708	0.000261761	0.002754435	2.772266652	0.02094785	109	0.016110115	0.002301445	0.001242335	0.002356272	1.023823008	0.007307158	Test	15	0.652981381863356	1	20138
GMT6_12A_18S_S34	GMT6	12	3/5/2025	2025	3	spring	feb-apr	14	105.74	7.552857143	7.893	0.563785714	0.074645357	49.807	3.557642857	0.471032722	14.578	1.041285714	0.137866465	1.621	0.115785714	0.015330055	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	TRUE	0.000452969	0.000158019	0.001418569	3.279601772	0.014017907	106	0.0057104	0.000815771	0.000545843	0.000555365	0.680784708	0.001938516	Test	15	0.92707412976485	2	20152
GMT6_12B_18S_S35	GMT6	12	3/5/2025	2025	3	spring	feb-apr	14	105.74	7.552857143	7.893	0.563785714	0.074645357	49.807	3.557642857	0.471032722	14.578	1.041285714	0.137866465	1.621	0.115785714	0.015330055	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	TRUE	0.000452969	0.000158019	0.001418569	3.279601772	0.014017907	106	0.0057104	0.000815771	0.000545843	0.000555365	0.680784708	0.001938516	Test	15	0.92707412976485	2	20152
GMT6_12C_18S_S36	GMT6	12	3/5/2025	2025	3	spring	feb-apr	14	105.74	7.552857143	7.893	0.563785714	0.074645357	49.807	3.557642857	0.471032722	14.578	1.041285714	0.137866465	1.621	0.115785714	0.015330055	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	TRUE	0.000452969	0.000158019	0.001418569	3.279601772	0.014017907	106	0.0057104	0.000815771	0.000545843	0.000555365	0.680784708	0.001938516	Test	15	0.92707412976485	2	20152
GMT6_13A_18S_S37	GMT6	13	3/19/2025	2025	3	spring	feb-apr	14	70.053	5.003785714	3.935	0.281071429	0.056171756	32.423	2.315928571	0.462835282	9.2	0.657142857	0.131329137	0.674	0.048142857	0.009621287	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000413826	0.000241013	0.000636752	1.574931313	0.003539998	77	0.003742281	0.000534612	0.000378909	0.000383509	0.717359914	0.001394955	Test	3	0.844959874947866	1	20166
GMT6_13B_18S_S38	GMT6	13	3/19/2025	2025	3	spring	feb-apr	14	70.053	5.003785714	3.935	0.281071429	0.056171756	32.423	2.315928571	0.462835282	9.2	0.657142857	0.131329137	0.674	0.048142857	0.009621287	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000413826	0.000241013	0.000636752	1.574931313	0.003539998	77	0.003742281	0.000534612	0.000378909	0.000383509	0.717359914	0.001394955	Test	3	0.844959874947866	1	20166
GMT6_13C_18S_S39	GMT6	13	3/19/2025	2025	3	spring	feb-apr	14	70.053	5.003785714	3.935	0.281071429	0.056171756	32.423	2.315928571	0.462835282	9.2	0.657142857	0.131329137	0.674	0.048142857	0.009621287	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000413826	0.000241013	0.000636752	1.574931313	0.003539998	77	0.003742281	0.000534612	0.000378909	0.000383509	0.717359914	0.001394955	Test	3	0.844959874947866	1	20166
GMT6_14A_18S_S40	GMT6	14	4/2/2025	2025	4	spring	feb-apr	14	77.048	5.503428571	7.954	0.568142857	0.103234347	31.026	2.216142857	0.402684041	9.509	0.679214286	0.123416571	1.702	0.121571429	0.022090126	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.000535976	0.000220264	0.000951909	1.797869444	0.004598163	82	0.006630625	0.000947232	0.000904077	0.000550032	0.580673126	0.001838562	Test	3	0.929091584114801	1	20180
GMT6_14B_18S_S41	GMT6	14	4/2/2025	2025	4	spring	feb-apr	14	77.048	5.503428571	7.954	0.568142857	0.103234347	31.026	2.216142857	0.402684041	9.509	0.679214286	0.123416571	1.702	0.121571429	0.022090126	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.000535976	0.000220264	0.000951909	1.797869444	0.004598163	82	0.006630625	0.000947232	0.000904077	0.000550032	0.580673126	0.001838562	Train	3	0.929091584114801	1	20180
GMT6_14C_18S_S42	GMT6	14	4/2/2025	2025	4	spring	feb-apr	14	77.048	5.503428571	7.954	0.568142857	0.103234347	31.026	2.216142857	0.402684041	9.509	0.679214286	0.123416571	1.702	0.121571429	0.022090126	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	FALSE	0.000535976	0.000220264	0.000951909	1.797869444	0.004598163	82	0.006630625	0.000947232	0.000904077	0.000550032	0.580673126	0.001838562	Test	3	0.929091584114801	1	20180
GMT6_15A_18S_S43	GMT6	15	4/16/2025	2025	4	spring	feb-apr	14	72.667	5.1905	6.792	0.485142857	0.093467461	30.249	2.160642857	0.416268733	9.748	0.696285714	0.134146174	1.461	0.104357143	0.020105412	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	FALSE	0.000755341	0.000168393	0.001505475	2.127463897	0.007027793	98	0.008935648	0.001276521	0.000739316	0.001062236	0.832133087	0.00344216	Test	13	0.950940694127764	1	20194
GMT6_15B_18S_S44	GMT6	15	4/16/2025	2025	4	spring	feb-apr	14	72.667	5.1905	6.792	0.485142857	0.093467461	30.249	2.160642857	0.416268733	9.748	0.696285714	0.134146174	1.461	0.104357143	0.020105412	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	FALSE	0.000755341	0.000168393	0.001505475	2.127463897	0.007027793	98	0.008935648	0.001276521	0.000739316	0.001062236	0.832133087	0.00344216	Test	13	0.950940694127764	1	20194
GMT6_15C_18S_S45	GMT6	15	4/16/2025	2025	4	spring	feb-apr	14	72.667	5.1905	6.792	0.485142857	0.093467461	30.249	2.160642857	0.416268733	9.748	0.696285714	0.134146174	1.461	0.104357143	0.020105412	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	FALSE	0.000755341	0.000168393	0.001505475	2.127463897	0.007027793	98	0.008935648	0.001276521	0.000739316	0.001062236	0.832133087	0.00344216	Test	13	0.950940694127764	1	20194
GMT6_16A_18S_S46	GMT6	16	4/30/2025	2025	4	spring	feb-apr	14	39.891	2.849357143	6.327	0.451928571	0.158607205	13.495	0.963928571	0.338296859	2.539	0.181357143	0.063648442	1.382	0.098714286	0.034644406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	TRUE	0.000504713	0.000161477	0.000818939	1.918865982	0.004224693	86	0.005860176	0.000837168	0.000717904	0.000537128	0.64160147	0.001628659	Test	13	0.969942141146887	2	20208
GMT6_16B_18S_S47	GMT6	16	4/30/2025	2025	4	spring	feb-apr	14	39.891	2.849357143	6.327	0.451928571	0.158607205	13.495	0.963928571	0.338296859	2.539	0.181357143	0.063648442	1.382	0.098714286	0.034644406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	TRUE	0.000504713	0.000161477	0.000818939	1.918865982	0.004224693	86	0.005860176	0.000837168	0.000717904	0.000537128	0.64160147	0.001628659	Test	13	0.969942141146887	2	20208
GMT6_16C_18S_S48	GMT6	16	4/30/2025	2025	4	spring	feb-apr	14	39.891	2.849357143	6.327	0.451928571	0.158607205	13.495	0.963928571	0.338296859	2.539	0.181357143	0.063648442	1.382	0.098714286	0.034644406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2	TRUE	0.000504713	0.000161477	0.000818939	1.918865982	0.004224693	86	0.005860176	0.000837168	0.000717904	0.000537128	0.64160147	0.001628659	Test	13	0.969942141146887	2	20208
GMT6_17A_18S_S49	GMT6	17	5/14/2025	2025	5	spring	may-aug	14	18.784	1.341714286	1.926	0.137571429	0.102534072	6.907	0.493357143	0.367706559	NA	NA	NA	0.344	0.024571429	0.018313458	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	2	FALSE	0.000714153	0.000230638	0.001515563	2.456430942	0.008685585	79	0.006626033	0.000946576	0.000833943	0.000553042	0.584254847	0.001877003	Test	8	0.71895524263382	1	20222
GMT6_17B_18S_S50	GMT6	17	5/14/2025	2025	5	spring	may-aug	14	18.784	1.341714286	1.926	0.137571429	0.102534072	6.907	0.493357143	0.367706559	NA	NA	NA	0.344	0.024571429	0.018313458	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	2	FALSE	0.000714153	0.000230638	0.001515563	2.456430942	0.008685585	79	0.006626033	0.000946576	0.000833943	0.000553042	0.584254847	0.001877003	Test	8	0.71895524263382	1	20222
GMT6_17C_18S_S51	GMT6	17	5/14/2025	2025	5	spring	may-aug	14	18.784	1.341714286	1.926	0.137571429	0.102534072	6.907	0.493357143	0.367706559	NA	NA	NA	0.344	0.024571429	0.018313458	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	2	FALSE	0.000714153	0.000230638	0.001515563	2.456430942	0.008685585	79	0.006626033	0.000946576	0.000833943	0.000553042	0.584254847	0.001877003	Test	8	0.71895524263382	1	20222
