sample_name	cruise	cup	mid_date	year	month	meteor_season	oceano_season	duration	tot_mass_flux	total_flux_d	org_c_flux	POC_flux_d	prop_POC	caco3_flux	PIC_flux_d	prop_PIC	opal_flux	opal_flux_d	prop_opal	nitro_flux	nitro_flux_d	prop_nitro	anomaly_tot	anomaly_POC_flux_d	anomaly_PIC_flux_d	anomaly_opal_flux_d	anomaly_nitro_flux_d	anomaly_prop_POC	anomaly_prop_PIC	anomaly_prop_opal	anomaly_prop_nitro	anomaly_any_flux	bbp_anomaly	bbp_anomaly_count	bbp_anomaly_rollover	bbp_burst_mean	bbp_burst_median	bbp_burst_sd	bbp_burst_cv	bbp_burst_max	bbp_burst_n_obs	auc_total	auc_mean	auc_median	auc_sd	auc_cv	auc_max	train	seascape_class	seascape_prob	n_classes	mid_date_num
GMT5_11B_18S_S32	GMT5	11	4/26/2024	2024	4	spring	feb-apr	14	229.315	16.37964286	16.054	1.146714286	0.070008504	36.33	2.595	0.158428363	6.911	0.493642857	0.030137584	2.642	0.188714286	0.01152127	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000462601	0.000398526	0.000233366	0.601461681	0.002441932	168	0.00622961	0.000889944	0.000842441	0.000175032	0.196677802	0.001198729	Test	15	0.998318237917764	2	19839
GMT5_11C_18S_S33	GMT5	11	4/26/2024	2024	4	spring	feb-apr	14	229.315	16.37964286	16.054	1.146714286	0.070008504	36.33	2.595	0.158428363	6.911	0.493642857	0.030137584	2.642	0.188714286	0.01152127	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000462601	0.000398526	0.000233366	0.601461681	0.002441932	168	0.00622961	0.000889944	0.000842441	0.000175032	0.196677802	0.001198729	Test	15	0.998318237917764	2	19839
GMT5_12A_18S_S34	GMT5	12	5/10/2024	2024	5	spring	may-aug	14	865.264	61.80457143	33.572	2.398	0.038799719	71.289	5.092071429	0.082389883	20.989	1.499214286	0.024257336	5.401	0.385785714	0.006242026	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1	FALSE	0.000545448	0.000446241	0.000480998	1.150030299	0.00421403	168	0.007174378	0.001024911	0.000883405	0.0004523	0.441306402	0.001999798	Test	15	0.726201089945706	1	19853
GMT5_12B_18S_S35	GMT5	12	5/10/2024	2024	5	spring	may-aug	14	865.264	61.80457143	33.572	2.398	0.038799719	71.289	5.092071429	0.082389883	20.989	1.499214286	0.024257336	5.401	0.385785714	0.006242026	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1	FALSE	0.000545448	0.000446241	0.000480998	1.150030299	0.00421403	168	0.007174378	0.001024911	0.000883405	0.0004523	0.441306402	0.001999798	Test	15	0.726201089945706	1	19853
GMT5_12C_18S_S36	GMT5	12	5/10/2024	2024	5	spring	may-aug	14	865.264	61.80457143	33.572	2.398	0.038799719	71.289	5.092071429	0.082389883	20.989	1.499214286	0.024257336	5.401	0.385785714	0.006242026	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1	FALSE	0.000545448	0.000446241	0.000480998	1.150030299	0.00421403	168	0.007174378	0.001024911	0.000883405	0.0004523	0.441306402	0.001999798	Test	15	0.726201089945706	1	19853
GMT5_13A_18S_S37	GMT5	13	5/24/2024	2024	5	spring	may-aug	14	429.458	30.67557143	26.689	1.906357143	0.062145774	48.329	3.452071429	0.11253487	13.257	0.946928571	0.030869142	4.806	0.343285714	0.01119085	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000467555	0.000338605	0.000338796	0.858575063	0.003906659	168	0.006283242	0.000897606	0.001028121	0.000281245	0.313328045	0.001249494	Test	20	0.957989364862442	1	19867
GMT5_13B_18S_S38	GMT5	13	5/24/2024	2024	5	spring	may-aug	14	429.458	30.67557143	26.689	1.906357143	0.062145774	48.329	3.452071429	0.11253487	13.257	0.946928571	0.030869142	4.806	0.343285714	0.01119085	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000467555	0.000338605	0.000338796	0.858575063	0.003906659	168	0.006283242	0.000897606	0.001028121	0.000281245	0.313328045	0.001249494	Train	20	0.957989364862442	1	19867
GMT5_13C_18S_S39	GMT5	13	5/24/2024	2024	5	spring	may-aug	14	429.458	30.67557143	26.689	1.906357143	0.062145774	48.329	3.452071429	0.11253487	13.257	0.946928571	0.030869142	4.806	0.343285714	0.01119085	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000467555	0.000338605	0.000338796	0.858575063	0.003906659	168	0.006283242	0.000897606	0.001028121	0.000281245	0.313328045	0.001249494	Test	20	0.957989364862442	1	19867
GMT5_14A_18S_S40	GMT5	14	6/7/2024	2024	6	summer	may-aug	14	29.401	2.100071429	2.822	0.201571429	0.09598313	7.989	0.570642857	0.271725452	0.763	0.0545	0.025951498	0.499	0.035642857	0.016972212	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000334979	0.000310309	7.37e-05	0.237982367	0.000735302	168	0.004879835	0.000609979	0.000607405	0.000137159	0.22485801	0.000810123	Test	15	0.974637919948215	2	19881
GMT5_14B_18S_S41	GMT5	14	6/7/2024	2024	6	summer	may-aug	14	29.401	2.100071429	2.822	0.201571429	0.09598313	7.989	0.570642857	0.271725452	0.763	0.0545	0.025951498	0.499	0.035642857	0.016972212	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000334979	0.000310309	7.37e-05	0.237982367	0.000735302	168	0.004879835	0.000609979	0.000607405	0.000137159	0.22485801	0.000810123	Test	15	0.974637919948215	2	19881
GMT5_14C_18S_S42	GMT5	14	6/7/2024	2024	6	summer	may-aug	14	29.401	2.100071429	2.822	0.201571429	0.09598313	7.989	0.570642857	0.271725452	0.763	0.0545	0.025951498	0.499	0.035642857	0.016972212	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000334979	0.000310309	7.37e-05	0.237982367	0.000735302	168	0.004879835	0.000609979	0.000607405	0.000137159	0.22485801	0.000810123	Test	15	0.974637919948215	2	19881
GMT5_15A_18S_S43	GMT5	15	6/21/2024	2024	6	summer	may-aug	14	161.247	11.51764286	6.003	0.428785714	0.0372286	16.781	1.198642857	0.104070153	2.023	0.1445	0.01254597	1.062	0.075857143	0.006586169	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000413757	0.000333612	0.000248472	0.748142278	0.002380901	168	0.005452768	0.000778967	0.00066439	0.000219277	0.281497081	0.001137976	Test	21	0.998929157143547	2	19895
GMT5_15B_18S_S44	GMT5	15	6/21/2024	2024	6	summer	may-aug	14	161.247	11.51764286	6.003	0.428785714	0.0372286	16.781	1.198642857	0.104070153	2.023	0.1445	0.01254597	1.062	0.075857143	0.006586169	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000413757	0.000333612	0.000248472	0.748142278	0.002380901	168	0.005452768	0.000778967	0.00066439	0.000219277	0.281497081	0.001137976	Test	21	0.998929157143547	2	19895
GMT5_15C_18S_S45	GMT5	15	6/21/2024	2024	6	summer	may-aug	14	161.247	11.51764286	6.003	0.428785714	0.0372286	16.781	1.198642857	0.104070153	2.023	0.1445	0.01254597	1.062	0.075857143	0.006586169	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000413757	0.000333612	0.000248472	0.748142278	0.002380901	168	0.005452768	0.000778967	0.00066439	0.000219277	0.281497081	0.001137976	Train	21	0.998929157143547	2	19895
GMT5_16A_18S_S46	GMT5	16	7/5/2024	2024	7	summer	may-aug	14	53.654	3.832428571	6.619	0.472785714	0.123364521	8.886	0.634714286	0.165616729	2.616	0.186857143	0.048756849	1.213	0.086642857	0.02260782	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.002453068	0.00033916	0.011559554	5.218270517	0.090140263	168	0.030858575	0.004408368	0.00128468	0.00518488	1.17614514	0.014523309	Test	21	0.824759072727627	2	19909
GMT5_16B_18S_S47	GMT5	16	7/5/2024	2024	7	summer	may-aug	14	53.654	3.832428571	6.619	0.472785714	0.123364521	8.886	0.634714286	0.165616729	2.616	0.186857143	0.048756849	1.213	0.086642857	0.02260782	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.002453068	0.00033916	0.011559554	5.218270517	0.090140263	168	0.030858575	0.004408368	0.00128468	0.00518488	1.17614514	0.014523309	Test	21	0.824759072727627	2	19909
GMT5_16C_18S_S48	GMT5	16	7/5/2024	2024	7	summer	may-aug	14	53.654	3.832428571	6.619	0.472785714	0.123364521	8.886	0.634714286	0.165616729	2.616	0.186857143	0.048756849	1.213	0.086642857	0.02260782	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.002453068	0.00033916	0.011559554	5.218270517	0.090140263	168	0.030858575	0.004408368	0.00128468	0.00518488	1.17614514	0.014523309	Test	21	0.824759072727627	2	19909
GMT5_17A_18S_S49	GMT5	17	7/19/2024	2024	7	summer	may-aug	14	34.034	2.431	3.349	0.239214286	0.098401598	9.844	0.703142857	0.289240172	1.294	0.092428571	0.038020803	0.616	0.044	0.018099548	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000435752	0.000351921	0.000422685	1.234871441	0.005465706	168	0.005859914	0.000837131	0.000767864	0.000216831	0.25901711	0.001275525	Test	15	0.995093286037445	1	19923
GMT5_17B_18S_S50	GMT5	17	7/19/2024	2024	7	summer	may-aug	14	34.034	2.431	3.349	0.239214286	0.098401598	9.844	0.703142857	0.289240172	1.294	0.092428571	0.038020803	0.616	0.044	0.018099548	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000435752	0.000351921	0.000422685	1.234871441	0.005465706	168	0.005859914	0.000837131	0.000767864	0.000216831	0.25901711	0.001275525	Test	15	0.995093286037445	1	19923
GMT5_17C_18S_S51	GMT5	17	7/19/2024	2024	7	summer	may-aug	14	34.034	2.431	3.349	0.239214286	0.098401598	9.844	0.703142857	0.289240172	1.294	0.092428571	0.038020803	0.616	0.044	0.018099548	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000435752	0.000351921	0.000422685	1.234871441	0.005465706	168	0.005859914	0.000837131	0.000767864	0.000216831	0.25901711	0.001275525	Test	15	0.995093286037445	1	19923
GMT5_18A_18S_S52	GMT5	18	8/2/2024	2024	8	summer	may-aug	14	51.652	3.689428571	4.544	0.324571429	0.08797336	16.856	1.204	0.326337799	1.987	0.141928571	0.038468985	0.785	0.056071429	0.015197863	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.00127616	0.000342489	0.005504908	5.023686232	0.042847324	168	0.015911395	0.002273056	0.000699852	0.003182864	1.40025742	0.008973296	Test	3	0.942587541906457	2	19937
GMT5_18B_18S_S53	GMT5	18	8/2/2024	2024	8	summer	may-aug	14	51.652	3.689428571	4.544	0.324571429	0.08797336	16.856	1.204	0.326337799	1.987	0.141928571	0.038468985	0.785	0.056071429	0.015197863	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.00127616	0.000342489	0.005504908	5.023686232	0.042847324	168	0.015911395	0.002273056	0.000699852	0.003182864	1.40025742	0.008973296	Test	3	0.942587541906457	2	19937
GMT5_18C_18S_S54	GMT5	18	8/2/2024	2024	8	summer	may-aug	14	51.652	3.689428571	4.544	0.324571429	0.08797336	16.856	1.204	0.326337799	1.987	0.141928571	0.038468985	0.785	0.056071429	0.015197863	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.00127616	0.000342489	0.005504908	5.023686232	0.042847324	168	0.015911395	0.002273056	0.000699852	0.003182864	1.40025742	0.008973296	Train	3	0.942587541906457	2	19937
GMT5_19A_18S_S55	GMT5	19	8/16/2024	2024	8	summer	may-aug	14	18.132	1.295142857	2.995	0.213928571	0.165177587	6.407	0.457642857	0.353353188	0	0	0	0.447	0.031928571	0.024652548	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	TRUE	0.000594992	0.000405184	0.001879935	4.041617539	0.024468324	168	0.008106107	0.001158015	0.000863802	0.000954641	0.824376815	0.003307279	Test	3	0.832297563552856	2	19951
GMT5_20A_18S_S58	GMT5	20	8/30/2024	2024	8	summer	may-aug	14	10.868	0.776285714	0	0	0	5.687	0.406214286	0.523279352	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000367271	0.000332502	0.000251006	0.829512053	0.002825868	105	0.003058292	0.000611658	0.000611771	0.000233708	0.382089606	0.00090828	Test	11	0.912517762184143	2	19965
GMT5_20B_18S_S59	GMT5	20	8/30/2024	2024	8	summer	may-aug	14	10.868	0.776285714	0	0	0	5.687	0.406214286	0.523279352	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000367271	0.000332502	0.000251006	0.829512053	0.002825868	105	0.003058292	0.000611658	0.000611771	0.000233708	0.382089606	0.00090828	Test	11	0.912517762184143	2	19965
GMT5_21A_18S_S61	GMT5	21	9/13/2024	2024	9	fall	sep-jan	14	2.288	0.163428571	0	0	0	0.975	0.069642857	0.426136364	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Test	15	0.963683184824492	1	19979
GMT5_21B_18S_S62	GMT5	21	9/13/2024	2024	9	fall	sep-jan	14	2.288	0.163428571	0	0	0	0.975	0.069642857	0.426136364	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Test	15	0.963683184824492	1	19979
GMT6_1A_18S_S1	GMT6	1	10/2/2024	2024	10	fall	sep-jan	14	6.08	0.434285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	1	FALSE	0.000647997	0.000243606	0.000815697	1.677588112	0.003799352	160	0.008476322	0.001210903	0.000977738	0.000501917	0.41449824	0.001951998	Test	3	0.865261833776127	1	19998
GMT6_2A_18S_S4	GMT6	2	10/16/2024	2024	10	fall	sep-jan	14	48.637	3.474071429	2.888	0.206285714	0.059378662	21.388	1.527714286	0.439747517	4.681	0.334357143	0.096243601	0.521	0.037214286	0.010712009	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	1	FALSE	0.002122941	0.000568836	0.003434516	1.649687799	0.018596027	153	0.025579557	0.003654222	0.000959717	0.004195989	1.148257705	0.009633624	Test	3	0.901347865660985	1	20012
GMT6_2B_18S_S5	GMT6	2	10/16/2024	2024	10	fall	sep-jan	14	48.637	3.474071429	2.888	0.206285714	0.059378662	21.388	1.527714286	0.439747517	4.681	0.334357143	0.096243601	0.521	0.037214286	0.010712009	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	1	FALSE	0.002122941	0.000568836	0.003434516	1.649687799	0.018596027	153	0.025579557	0.003654222	0.000959717	0.004195989	1.148257705	0.009633624	Test	3	0.901347865660985	1	20012
GMT6_2C_18S_S6	GMT6	2	10/16/2024	2024	10	fall	sep-jan	14	48.637	3.474071429	2.888	0.206285714	0.059378662	21.388	1.527714286	0.439747517	4.681	0.334357143	0.096243601	0.521	0.037214286	0.010712009	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	1	FALSE	0.002122941	0.000568836	0.003434516	1.649687799	0.018596027	153	0.025579557	0.003654222	0.000959717	0.004195989	1.148257705	0.009633624	Test	3	0.901347865660985	1	20012
GMT6_3A_18S_S7	GMT6	3	10/30/2024	2024	10	fall	sep-jan	14	134.637	9.616928571	7.949	0.567785714	0.059040234	51.688	3.692	0.383906356	21.237	1.516928571	0.157735244	1.237	0.088357143	0.009187668	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	1	TRUE	0.003643886	0.00035167	0.005631155	1.551726153	0.025364133	139	0.042909911	0.005363739	0.007062531	0.004096331	0.763708056	0.009892752	Test	3	0.900515615940094	1	20026
GMT6_3B_18S_S8	GMT6	3	10/30/2024	2024	10	fall	sep-jan	14	134.637	9.616928571	7.949	0.567785714	0.059040234	51.688	3.692	0.383906356	21.237	1.516928571	0.157735244	1.237	0.088357143	0.009187668	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	1	TRUE	0.003643886	0.00035167	0.005631155	1.551726153	0.025364133	139	0.042909911	0.005363739	0.007062531	0.004096331	0.763708056	0.009892752	Test	3	0.900515615940094	1	20026
GMT6_3C_18S_S9	GMT6	3	10/30/2024	2024	10	fall	sep-jan	14	134.637	9.616928571	7.949	0.567785714	0.059040234	51.688	3.692	0.383906356	21.237	1.516928571	0.157735244	1.237	0.088357143	0.009187668	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	1	TRUE	0.003643886	0.00035167	0.005631155	1.551726153	0.025364133	139	0.042909911	0.005363739	0.007062531	0.004096331	0.763708056	0.009892752	Test	3	0.900515615940094	1	20026
GMT6_4A_18S_S10	GMT6	4	11/13/2024	2024	11	fall	sep-jan	14	22.874	1.633857143	1.026	0.073285714	0.04485442	11.825	0.844642857	0.51696249	NA	NA	NA	0.171	0.012214286	0.007475737	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	2	FALSE	0.000491544	0.000158019	0.001299696	2.931805923	0.012171305	108	0.006798917	0.000971274	0.000904824	0.000490206	0.504704494	0.001610422	Test	3	0.953618787802183	1	20040
GMT6_4B_18S_S11	GMT6	4	11/13/2024	2024	11	fall	sep-jan	14	22.874	1.633857143	1.026	0.073285714	0.04485442	11.825	0.844642857	0.51696249	NA	NA	NA	0.171	0.012214286	0.007475737	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	2	FALSE	0.000491544	0.000158019	0.001299696	2.931805923	0.012171305	108	0.006798917	0.000971274	0.000904824	0.000490206	0.504704494	0.001610422	Test	3	0.953618787802183	1	20040
GMT6_4C_18S_S12	GMT6	4	11/13/2024	2024	11	fall	sep-jan	14	22.874	1.633857143	1.026	0.073285714	0.04485442	11.825	0.844642857	0.51696249	NA	NA	NA	0.171	0.012214286	0.007475737	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	2	FALSE	0.000491544	0.000158019	0.001299696	2.931805923	0.012171305	108	0.006798917	0.000971274	0.000904824	0.000490206	0.504704494	0.001610422	Train	3	0.953618787802183	1	20040
GMT6_5A_18S_S13	GMT6	5	11/27/2024	2024	11	fall	sep-jan	14	14.3	1.021428571	0.798	0.057	0.055804196	6.06	0.432857143	0.423776224	NA	NA	NA	0.121	0.008642857	0.008461538	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	3	FALSE	0.002230232	0.000303258	0.007659959	3.535545023	0.053034112	105	0.020705876	0.002957982	0.001007471	0.005266706	1.780506183	0.014874175	Test	3	0.883428847088533	2	20054
GMT6_5B_18S_S14	GMT6	5	11/27/2024	2024	11	fall	sep-jan	14	14.3	1.021428571	0.798	0.057	0.055804196	6.06	0.432857143	0.423776224	NA	NA	NA	0.121	0.008642857	0.008461538	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	3	FALSE	0.002230232	0.000303258	0.007659959	3.535545023	0.053034112	105	0.020705876	0.002957982	0.001007471	0.005266706	1.780506183	0.014874175	Test	3	0.883428847088533	2	20054
GMT6_5C_18S_S15	GMT6	5	11/27/2024	2024	11	fall	sep-jan	14	14.3	1.021428571	0.798	0.057	0.055804196	6.06	0.432857143	0.423776224	NA	NA	NA	0.121	0.008642857	0.008461538	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	3	FALSE	0.002230232	0.000303258	0.007659959	3.535545023	0.053034112	105	0.020705876	0.002957982	0.001007471	0.005266706	1.780506183	0.014874175	Test	3	0.883428847088533	2	20054
GMT6_6A_18S_S16	GMT6	6	12/11/2024	2024	12	winter	sep-jan	14	188.811	13.4865	9.281	0.662928571	0.049154975	52.596	3.756857143	0.278564279	28.119	2.0085	0.148926704	1.429	0.102071429	0.007568415	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.00111054	0.000178768	0.002784984	2.852061377	0.017724942	104	0.014416761	0.002059537	0.002102183	0.001031173	0.500682098	0.003505133	Test	3	0.777401352922122	1	20068
GMT6_6B_18S_S17	GMT6	6	12/11/2024	2024	12	winter	sep-jan	14	188.811	13.4865	9.281	0.662928571	0.049154975	52.596	3.756857143	0.278564279	28.119	2.0085	0.148926704	1.429	0.102071429	0.007568415	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.00111054	0.000178768	0.002784984	2.852061377	0.017724942	104	0.014416761	0.002059537	0.002102183	0.001031173	0.500682098	0.003505133	Test	3	0.777401352922122	1	20068
GMT6_6C_18S_S18	GMT6	6	12/11/2024	2024	12	winter	sep-jan	14	188.811	13.4865	9.281	0.662928571	0.049154975	52.596	3.756857143	0.278564279	28.119	2.0085	0.148926704	1.429	0.102071429	0.007568415	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.00111054	0.000178768	0.002784984	2.852061377	0.017724942	104	0.014416761	0.002059537	0.002102183	0.001031173	0.500682098	0.003505133	Test	3	0.777401352922122	1	20068
GMT6_7A_18S_S19	GMT6	7	12/25/2024	2024	12	winter	sep-jan	14	161.144	11.51028571	8.37	0.597857143	0.051941121	50.443	3.603071429	0.313030581	25.439	1.817071429	0.157865015	1.439	0.102785714	0.008929901	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	TRUE	0.000375634	0.00014972	0.000636434	1.878616635	0.00463966	92	0.004208661	0.000601237	0.000429145	0.00040105	0.667041412	0.001465599	Test	11	0.750655331545406	2	20082
GMT6_7B_18S_S20	GMT6	7	12/25/2024	2024	12	winter	sep-jan	14	161.144	11.51028571	8.37	0.597857143	0.051941121	50.443	3.603071429	0.313030581	25.439	1.817071429	0.157865015	1.439	0.102785714	0.008929901	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	TRUE	0.000375634	0.00014972	0.000636434	1.878616635	0.00463966	92	0.004208661	0.000601237	0.000429145	0.00040105	0.667041412	0.001465599	Test	11	0.750655331545406	2	20082
GMT6_7C_18S_S21	GMT6	7	12/25/2024	2024	12	winter	sep-jan	14	161.144	11.51028571	8.37	0.597857143	0.051941121	50.443	3.603071429	0.313030581	25.439	1.817071429	0.157865015	1.439	0.102785714	0.008929901	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	TRUE	0.000375634	0.00014972	0.000636434	1.878616635	0.00463966	92	0.004208661	0.000601237	0.000429145	0.00040105	0.667041412	0.001465599	Train	11	0.750655331545406	2	20082
GMT6_8A_18S_S22	GMT6	8	1/8/2025	2025	1	winter	sep-jan	14	198.953	14.21092857	9.112	0.650857143	0.045799762	73.959	5.282785714	0.371741064	37.887	2.706214286	0.190431911	1.438	0.102714286	0.007227838	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000260882	0.000116523	0.000381272	1.890292909	0.002186169	133	0.003264119	0.000466303	0.000465373	0.00014813	0.317668712	0.000713664	Test	15	0.874986892938614	2	20096
GMT6_8B_18S_S23	GMT6	8	1/8/2025	2025	1	winter	sep-jan	14	198.953	14.21092857	9.112	0.650857143	0.045799762	73.959	5.282785714	0.371741064	37.887	2.706214286	0.190431911	1.438	0.102714286	0.007227838	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000260882	0.000116523	0.000381272	1.890292909	0.002186169	133	0.003264119	0.000466303	0.000465373	0.00014813	0.317668712	0.000713664	Test	15	0.874986892938614	2	20096
GMT6_8C_18S_S24	GMT6	8	1/8/2025	2025	1	winter	sep-jan	14	198.953	14.21092857	9.112	0.650857143	0.045799762	73.959	5.282785714	0.371741064	37.887	2.706214286	0.190431911	1.438	0.102714286	0.007227838	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000260882	0.000116523	0.000381272	1.890292909	0.002186169	133	0.003264119	0.000466303	0.000465373	0.00014813	0.317668712	0.000713664	Test	15	0.874986892938614	2	20096
GMT6_9A_18S_S25	GMT6	9	1/22/2025	2025	1	winter	sep-jan	14	172.624	12.33028571	8.206	0.586142857	0.047536843	52.432	3.745142857	0.303735286	35.526	2.537571429	0.205799889	1.31	0.093571429	0.007588748	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000208929	0.000116523	0.000342728	2.323376566	0.003259895	157	0.002815218	0.000402174	0.000307617	0.000217781	0.541509034	0.000869838	Test	15	0.991119779291607	1	20110
GMT6_9B_18S_S26	GMT6	9	1/22/2025	2025	1	winter	sep-jan	14	172.624	12.33028571	8.206	0.586142857	0.047536843	52.432	3.745142857	0.303735286	35.526	2.537571429	0.205799889	1.31	0.093571429	0.007588748	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000208929	0.000116523	0.000342728	2.323376566	0.003259895	157	0.002815218	0.000402174	0.000307617	0.000217781	0.541509034	0.000869838	Test	15	0.991119779291607	1	20110
